company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Winston Privacy,2018-01-01,https://winstonprivacy.com,"Chicago, Illinois, United States","Hardware, Information Technology, Internet Services, Privacy and Security, Science and Engineering, Software","Communication Hardware, Cyber Security, Embedded Systems, Internet of Things, Network Hardware, Privacy",95362.0,"Winston is the first convenient privacy product for everyone. It is a hardware device that provides complete protection from hackers, corporate spies, and warrantless government surveillance. It packaged its proprietary anti-tracking technology into a simple plug-and-play solution that anyone can use.  The company was founded in 2018 and is headquartered in Chicago, Illinois.",11-50,4.0,,2020-01-04,,Venture - Series Unknown,950000.0,1.0,11-50,Private,,,1.0,0.0,Computing; Calculating,2,2018,12743,False,False
Maestro TMS,2021-01-01,https://maestrotms.com,"Salem, New Hampshire, United States","Administrative Services, Professional Services","Consulting, Human Resources, Recruiting, Staffing Agency",1788168.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,67859,False,False
Sky Peak Technologies,2020-08-01,https://skypeaktechnologies.com,"Grand Junction, Colorado, United States","Apps, Content and Publishing, Hardware, Information Technology, Internet Services, Media and Entertainment, Mobile, Software, Video","Cloud Data Services, Mobile Apps, SaaS, Telecommunications, Video Streaming, Wireless",87466.0,"At Sky Peak Technologies, we believe everyone everywhere should have access to data-intensive content regardless of where they live, their economic status, or other circumstances. That is why we develop and distribute bold and novel technologies that enable all people to share ideas and knowledge making our world more culturally connected and educated while protecting the amazing resources of our planet.",1-10,2.0,Seed,2022-10-15,950000.0,Convertible Note,1790000.0,3.0,1-10,Private,,,,,,0,2020,11758,False,False
Peekmap,2018-12-17,https://peekmap.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Information Technology, Software",2897210.0,"Peekmap is a revolutionary AI tool that performs industry-grade analytics on your website for a fraction of the price. Our artificial intelligence predicts user gaze so you can see what your users see--the Peekmap advantage. - peek at your users: record how your visitors use your site, from mouse movements and input data to even what they're looking at with our proprietary artificial intelligence that predicts user gaze - the analytics you always wanted: view the low-level data that you crave the most, from full referrer paths to domain and network configuration; we analyze and collect every channel of data that we can find and display it for you in an easy to use dashboard - made for makers: unlike other analytics tools, we operate at a price point that's ideal for makers and startups, making us affordable for businesses of all sizes We're an agile company hoping to make an impact on the web analytics space.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,87694,False,False
E8 Engineering,2018-01-01,https://e8eng.com,"Huntington Beach, California, United States","Manufacturing, Science and Engineering, Transportation","Aerospace, Manufacturing, Supply Chain Management",1138552.0,"E8 Engineering provides supplier quality and delivery services to high-tech industries such as space, aerospace, and medical devices. They offer everything from a completely outsourced and managed workforce to a few devoted specialists, all backed up by traceable and secure tools that enable visibility and drive operational improvements.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,55002,False,False
State of the Pod,2018-01-01,http://www.stateofthepod.com,"Ithaca, New York, United States","Media and Entertainment, Video","Broadcasting, Digital Media, Media and Entertainment",2991149.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,89228,False,False
Leash,2018-01-01,https://www.getleash.com/,"Salt Lake City, Utah, United States","Apps, Community and Lifestyle, Information Technology, Mobile, Software","Information Technology, Mobile Apps, Pet, Software",448007.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,35904,False,False
Media Happi AI,2021-01-01,https://www.mediahappi.ai,"Chicago, Illinois, United States","Media and Entertainment, Music and Audio, Sales and Marketing, Video","Content Creators, Digital Marketing, Podcast, Video",557867.0,"Overview: Media Happi AI is at the forefront of innovation in the media industry. We have developed Happi AI Studio, a powerful AI content creation platform that empowers users to generate high-quality written and spoken content with ease. Whether it's creating blog posts, podcasts, video scripts, or voiceovers, our platform streamlines the content creation process, saving time and boosting productivity. Website: https://mediahappi.ai Industry: AI, Content Creation, Digital Media Investment Stage: Early-Stage Key People:     -Will Rudisill | Founder CEO    Mission: Our mission is to democratize content creation by leveraging artificial intelligence, making it accessible and efficient for everyone. Vision: To lead the AI-driven content creation revolution and be the go-to platform for individuals and businesses seeking innovative media solutions. Products/Services:     -Happi AI Studio: Our flagship product, a comprehensive AI content creation platform.     -Happicasts: Our podcast network, showcasing the power of AI in podcasting.     -Custom AI Solutions: Tailored AI solutions to meet specific content needs. Customers: Our diverse customer base includes content creators, marketers, businesses of all sizes, and individuals looking to enhance their media presence. Partnerships: We collaborate with leading AI technology providers and content distribution platforms to offer the best solutions to our users.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,39969,False,False
Growth Logiq,2019-01-01,https://growthlogiq.co,"Phoenix, Arizona, United States","Advertising, Internet Services, Sales and Marketing, Software","Advertising, Content Marketing, Digital Marketing, SEO, Web Development",276269.0,"Growth Logiq is a multinational team of SEO experts headquartered in Phoenix Arizona. They work in highly competitive Sectors like Cannabis, SAAS and Ecommerce. Their goal is to help their clients dominate Page One rankings and grow Organic SEO as a Customer acquisition channel.",11-50,2.0,Early Stage Venture,2023-05-01,,Series A,,1.0,11-50,Private,,,,,,2,2019,27389,False,False
Arbor Growth Partners,2021-01-01,https://arborgrowthpartners.com/,"Ann Arbor, Michigan, United States","Advertising, Internet Services, Professional Services, Sales and Marketing, Software","Business Development, Digital Marketing, SEM, SEO, Web Development",777333.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,46639,False,False
N5 Technologies,2020-01-01,https://n5corp.com/,"San Francisco, California, United States",Software,Software,369995.0,N5 Technologies is a complete software platform to build & run trading applications.,1-10,1.0,,2022-07-06,,Non-equity Assistance,,,1-10,Private,,,,,,3,2020,32460,False,False
Craspa,2020-01-05,https://craspa.com,"Baltimore, Maryland, United States","Apps, Design, Food and Beverage, Mobile, Sales and Marketing, Software","Apps, Food and Beverage, Marketing, Mobile, Software, Web Design, Web Development",490259.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,37558,False,False
Engage Virtual Range,2018-10-01,https://www.EngageVirtualRange.com,"Medina, Ohio, United States","Education, Media and Entertainment, Software","Edutainment, Simulation, Training",1204072.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,56212,False,False
Defining Wellness Centers,2019-01-01,https://definingwellness.com,"Brandon, Mississippi, United States",Health Care,"Addiction Treatment, Health Care, Mental Health, Therapeutics, Wellness",270920.0,"Defining Wellness Center provides anxiety treatment, depression treatment, bipolar disorder treatment, personality disorder treatment, alcohol rehab program, drug rehab program, dual diagnosis, drug and alcohol detoxification, EMDR therapy, medication assisted treatment, equine therapy, music therapy, aftercare, and intervention services.",1-10,,M&A,,,,,1.0,1-10,Private,,,,,,5,2019,27070,False,False
Feedplan,2023-01-01,https://www.feedplan.com/,"Denver, Colorado, United States","Commerce and Shopping, Food and Beverage, Other, Software","Food and Beverage, Marketplace, Restaurants, Software, Subscription Service",225025.0,"Feedplan is a restaurant meal plan and subscription app; the more meals you buy, the more you save.",1-10,1.0,,2023-10-01,,Undisclosed,,1.0,1-10,Private,,,,,,3,2023,24034,False,False
Reset Digital,2018-01-01,https://www.resetdigital.co,"Nyack, New York, United States","Advertising, Commerce and Shopping, Sales and Marketing","Advertising Platforms, Digital Marketing, Marketplace",302672.0,"Reset Digital provides marketing technology platforms and marketplace offerings that allow marketers to connect with unique audiences, including the largest marketplace of diverse-owned and operated publishers, in a much deeper and more meaningful way than possible in the past. The results are radically better outcomes. Precisely match individuals with content and context, leapfrog ineffective demographic and psychographic targeting approaches, and reach and engage audiences at the moments that matter most.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,28872,False,False
Bold North Associates,2018-01-01,https://boldnorthassociates.com,"Hopkins, Minnesota, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Business Development, Marketing, Public Relations",2299187.0,"Bold North Associates is an advertising services company. They provide brand development and strategy, strategic alliance and partnership development, public relations and crisis communication, organizational structure and security operations, earned, owned, and paid media strategy, and guest service.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,78252,False,False
Smg. SEO Made Great,2018-01-01,https://seomadegreat.com,"Henderson, Nevada, United States","Advertising, Design, Internet Services, Sales and Marketing","Advertising, SEO, Web Design",1283978.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,57327,False,False
Supplyve,2021-01-01,https://www.supplyve.com,"Wilmington, Delaware, United States",Transportation,Supply Chain Management,321885.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,29971,False,False
About Your Smile Luxury Teeth Whitening Bar,2022-04-22,http://www.aboutyoursmile.net,"Spring, Texas, United States","Consumer Goods, Health Care, Travel and Tourism","Beauty, Dental, Tourism, Wellness",2849036.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,86868,False,False
Gozynta,2018-01-01,https://www.gozynta.com/,"Westfield, Massachusetts, United States",Information Technology,Information Technology,748073.0,"Gozynta connects your systems together to make sure you enter your data once, and it ""goes into"" all the systems that it should.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,45837,False,False
Dothan Nails Spa,2021-01-01,https://www.dothannailsspa-al.com/,"Dothan, Alabama, United States","Community and Lifestyle, Consumer Goods, Health Care","Beauty, Lifestyle, Wellness",755192.0,"Established in 2021, Dothan Nails Spa is your premier destination for high-end nail salon and spa services in Dothan, Webb, Ozark, and surrounding Alabama areas. Our primary objective is to provide a luxurious escape from day-to-day stress while helping you achieve a fresh, vibrant look. From creative nail art, refreshing manicure and pedicure, to outstanding customer service, Dothan Nails Spa sets the bar high for reputed nail care. Our professionally trained staff ensures your time with us uniquely unforgettable. Come, experience unparalleled nail spa services in the heart of Alabama. Book your appointment today!",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,46016,False,False
Coinhub,2019-03-30,https://www.coinhubatm.com,"Las Vegas, Nevada, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software","Banking, Cryptocurrency, Financial Exchanges, Financial Services",173826.0,"Coinhub is a fast growing Bitcoin ATM Network offering customers the ability to buy and sell Bitcoin instantly at multiple locations across California, Texas, Nevada & more coming soon! Our goal is to provide the most secure, cheap, and fastest way to buy or sell Bitcoin Locally with cash! Customers can also buy crypto with a debit or credit card on our website instantly. Pre-register at coinhubatm.com/register to save time right at the machine. You can always register at the machine directly as well. Visit coinhubatm.com for more information to find a location near you.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,20170,False,False
Greenfield Waters Florida Realty - Eric Gunther,2020-01-29,https://www.greenfieldwaters.com/,"Palm Beach, Florida, United States",Real Estate,"Real Estate, Real Estate Brokerage",325986.0,Greenfield Waters owned by Eric Gunther Realtor and Broker headquartered in Palm Beach County Florida,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,30205,False,False
Viagem,2019-04-01,https://stayviagem.com,"New York, New York, United States","Internet Services, Real Estate, Travel and Tourism","Hospitality, Online Portals, Real Estate, Rental Property, Travel Accommodations, Vacation Rental",377990.0,Short-term stays with all the comforts of home in prime urban locations,51-100,1.0,Seed,2021-01-01,,Seed,,1.0,51-100,Private,,,,,,2,2019,32845,False,False
Stargazer Pharmaceuticals,2018-01-01,https://www.stargazerpharmaceuticals.com,"Boston, Massachusetts, United States","Health Care, Manufacturing","Manufacturing, Pharmaceutical",49226.0,Stargazer Pharmaceuticals is a pharmaceutical company that offers the therapy of standards disorder and manufacturer of pharmaceuticals products. It's also a  Manufacturer of pharmaceuticals. The company is currently operating in Stealth mode.,1-10,3.0,Early Stage Venture,2020-11-09,57000000.0,Series A,94200547.0,3.0,1-10,Private,,,1.0,0.0,Medical Or Veterinary Science; Hygiene,0,2018,6501,False,False
Ssun Health,2018-01-01,https://ssunhealth.com,"Parker, Colorado, United States",Health Care,"Dental, Health Care",522371.0,"Ssun Health is dentistry, reimagined. They provide health management, partnership, consulting, program management, dental practice management, administration relief, business support, expert advice, dso, and group practice. An online inquiry form is available on the company's website.",101-250,,,,,,,1.0,101-250,Private,,,0.0,0.0,,6,2018,38757,False,False
Clapboard Hill Private Wealth,2018-01-01,https://clapboardhill.com,"Westport, Connecticut, United States","Financial Services, Media and Entertainment","Advice, Finance, Financial Services",1419426.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,61056,False,False
New Commonwealth Fund,2020-01-01,https://www.newcommonwealthfund.org/,"Boston, Massachusetts, United States","Community and Lifestyle, Other, Social Impact","Charity, Communities, Social Impact",176400.0,New Commonwealth Fund is a coalition of Black and Brown executives in Massachusetts who have come together to leverage our individual and collective power to work with community organizations and coalitions to address and eliminate systemic racism and racial inequity in the Commonwealth.,11-50,1.0,,2022-08-04,125000.0,Grant,125000.0,,11-50,Private,,,,,,1,2020,20371,False,False
CultureScience,2021-01-01,https://www.culturescience.io/,"Los Angeles, California, United States","Administrative Services, Health Care, Information Technology, Internet Services, Software","Cloud Data Services, Employee Benefits, IT Infrastructure, Productivity Tools",343903.0,"CultureScience is a cloud-based platform that offers employee experience management solutions. This platform helps teams improve culture and retention by detecting common causes of burnout and brings important insights such as available focus time and after-hour email activity to the surface through weekly Burnout Reports and easy-to-use dashboards. CultureScience was founded in 2021 and is headquartered in Los Angeles, California.",1-10,1.0,Seed,2022-05-20,,Pre-Seed,,,1-10,Private,,,,,,2,2021,31165,False,False
Bookclub.ai,2022-12-23,https://www.bookclub.ai/,"Seattle, Washington, United States",Internet Services,Internet,548316.0,"Bookclub.ai is a book-discovery website with books arranged based on genres, celebrity picks, popular lists, series and features like 'Book-genie' where a users can ask this AI book recommendations based on their mood and our model (trained on 5 billion parameters) will generate 4 books for you. It also has 'Mind-Map' feature to give users visual representation of books similar to the ones they have liked.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,39671,False,False
got sure,2021-08-01,https://gotsure.com/,"St Louis, Missouri, United States","Financial Services, Software","Insurance, InsurTech, Software",1108495.0,got sure is a software service company. got sure offers e commerce retailers the opportunity to offer their customers insurance quotes from multiple insurance companies.,1-10,1.0,Seed,2022-02-04,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2021,54083,False,False
Course Ministry,2019-01-01,https://www.courseministry.com,"Claymont, Delaware, United States","Education, Software","E-Learning, Education, Training",1205805.0,"Course Ministry offer to help professionals stay updated on the current business trends and compliance. They manage valuable inputs based on research for businesses to comply with regulatory compliance, governance, risk management, e-learning, HR and payroll online training, compliance training, webinars, online courses, and education.",101-250,,,,,,,,101-250,Private,,,,,,6,2019,56177,False,False
Redd Ridge Consulting,2018-01-01,http://reddridgeconsulting.com,"Glenpool, Oklahoma, United States","Education, Energy, Natural Resources","Oil and Gas, Training",751901.0,"Redd Ridge Consulting offers operational analysis, quality control inspections, and reviews. They provide project management and process improvement services. They also offer gas plant operation, plant, and facility evaluation services.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2018,45921,False,False
American Beeswax,2020-06-16,https://beeswaxforsale.com,"Hudson, Wisconsin, United States",Commerce and Shopping,E-Commerce,3142076.0,"Online store with beeswax for sale and a blog of how-tos for projects with Beeswax like beeswax wraps, beeswax candles, beeswax lip balm (chapstick), beeswax wood polish and much more.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,90099,False,False
HPEC,2019-07-07,https://www.hpec.io,"Miami, Florida, United States","Apps, Blockchain and Cryptocurrency, Data and Analytics, Education, Financial Services, Health Care, Information Technology, Internet Services, Media and Entertainment, Mobile, Payments, Privacy and Security, Software","Big Data, Cryptocurrency, Cyber Security, Education, Health Care, Identity Management, Information Technology, Mobile Apps, Privacy, Social Media",213858.0,​​HPEC is a decentralized identity application for physicians that will allow them to connect with each other and their patients directly in a peer to peer fashion.,1-10,1.0,,2022-08-16,,Venture - Series Unknown,,1.0,1-10,Private,,,0.0,0.0,,3,2019,23175,False,False
228,2022-02-01,https://www.228.fund,"Philadelphia, Pennsylvania, United States","Financial Services, Lending and Investments","Hedge Funds, Venture Capital",399225.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,33817,False,False
ByteSize Labs,2019-01-01,https://bytesizelabs.io/,"Boston, Massachusetts, United States","Information Technology, Software","Information Technology, Software, Web Development",1287937.0,ByteSize Labs is a company that focuses on technology for social good.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,58883,False,False
WEAR ETALON LLC,2021-01-01,https://shopetalon.com,"Belvedere Tiburon, California, United States","Clothing and Apparel, Health Care","Apparel, Health Care",522748.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,38774,False,False
ComeBack App,2018-01-01,https://comebackapp.net,"San Rafael, California, United States","Apps, Mobile, Software","Apps, Enterprise Applications, Mobile Apps",2706001.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,84354,False,False
AutoFarm Ambulance Sales,2022-01-01,https://autofarmambulance.com,"Daleville, Indiana, United States","Financial Services, Health Care, Sales and Marketing, Transportation","Automotive, Finance, Medical, Sales",1946273.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,71188,False,False
Ready Set,2019-10-08,https://readyset.co/,"San Mateo, California, United States","Artificial Intelligence (AI), Data and Analytics, Software",Machine Learning,214047.0,"Ready Set analyzes, produces and optimizes freshly shot video creative for paid social. Founded by ex-Airbnb and Nanigans executives, the company's mission is to build a new advertising industry that everyone can love.",101-250,,,,,,,1.0,101-250,Private,,,,,,6,2019,23189,False,False
Orion 132 Noida,2022-03-04,https://www.mocketgroup.com/orion132-noida.php,"Chicago, Illinois, United States","Hardware, Software","Hardware, Software",681093.0,"Orion 132 provides a column-free structure and allows you to find the best solution for commercial outcomes. However, Shops in Orion 132 enables flexibility and design with the best solution for project offerings. In addition, column-free GRID spaces, fostering an open and adaptable work atmosphere, should also be flexible. A double-height lobby and 8-foot wide corridor will enhance the aesthetic appeal and unique functionalities to admire.",1-10,1.0,,2013-09-24,138000.0,Product Crowdfunding,138000.0,1.0,1-10,Private,,,7.0,2.0,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,1,2022,43905,False,False
Quointec,2019-01-01,https://quointec.com,"Chicago, Illinois, United States","Professional Services, Software","Legal, Legal Tech, Software",2456791.0,Quointec automates the delivery of legal and compliance advice. They provide clients with innovative and more cost-effective legal and compliance tools using artificial intelligence.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,80413,False,False
thoughtspace,2019-05-15,https://mythoughtspace.com,"College Station, Texas, United States","Commerce and Shopping, Software","Marketplace, Software",1887554.0,,1-10,,,,,,,4.0,1-10,Private,,,,,,6,2019,70556,False,False
Creative Mint,2018-01-01,https://creativemint.io/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Internet Services, Other, Professional Services","Blockchain, Intellectual Property, Internet",2001887.0,"Creative Mint is fueling purpose-driven brands to foster kindness in the world. We are building a platform to accelerate the growth of socially-conscious brand ecosystems using our proprietary online marketplace to democratize and decentralize creative intellectual property (“IP”) rights transactions with transparency. By leveraging the power of the blockchain, and issuing tokens to share in the for royalties and revenue derived from the underlying IP, our technology offers the ability to buy, sell, and trade Creative Currency™ through Initial Coin Offerings (“ICOs”) and contribute directly to the success of each Creative and brand development partner.",1-10,,,,,,,,1-10,Private,,,0.0,1.0,,6,2018,71818,False,False
Rockfarm St. Louis,2020-01-01,https://rockfarmstl.com,"Collinsville, Illinois, United States",Transportation,"Freight Service, Logistics, Transportation",1292997.0,,1-10,,,,,,,4.0,1-10,Private,,,,,,6,2020,58768,False,False
Flipout,2019-01-01,https://flipout.io/,"Berkeley, California, United States","Media and Entertainment, Sports","Digital Entertainment, Sports",1966952.0,Flipout is a platform that allows users to make bets on sports. The company's platform utilizes prediction-based games to engage with demographic lack attainable rewards. Flipout,1-10,1.0,,2019-09-01,,Non-equity Assistance,,,1-10,Private,,,,,,3,2019,70796,False,False
Supreme Clean Property Services,2021-01-01,https://supremecleanpsllc.com,"Norfolk, Virginia, United States","Administrative Services, Other, Real Estate","Commercial, Facilities Support Services, Janitorial Service",1708352.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,66375,False,False
3205 Embassy,2020-01-01,https://3205embassy.com,"Los Angeles, California, United States","Content and Publishing, Design, Media and Entertainment, Sales and Marketing","Creative Agency, Graphic Design, Marketing",1403812.0,"3205 Embassy provides digital marketing, content creation, creative design, advertising, branding, and technology management services.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,59771,False,False
Combplex,2018-01-01,https://beecombplex.com/,"Binghamton, New York, United States",Agriculture and Farming,"AgTech, Farming",107858.0,Combplex is uses remote monitoring technology to provide the benefits of digital agriculture and big data to commercial beekeepers.,1-10,3.0,Seed,2020-08-12,276000.0,Grant,526000.0,2.0,1-10,Private,,,,,,0,2018,14167,False,False
Ngineerx,2018-06-09,https://www.ngineerx.com,"Chatham, New Jersey, United States","Internet Services, Professional Services, Software","Consulting, Internet, Software",3127895.0,"Ngineerx handpicks top software engineering talent from the developing parts of the world, and further trains them in niche areas to prototype, design and build scalable, fault-tolerant, cutting-edge technological systems for startups. Whether you are an entrepreneur with a solid business plan but no technical background, or a team of hackers building the next big thing in your garage, or a well-funded startup looking to bring in high-performing teams or solo engineers to bring your vision to life - we have your back.",1-10,,,,,,,3.0,1-10,Private,,,,,,6,2018,90245,False,False
Alday,2018-09-01,https://aldaydenim.com,"Irvine, California, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Apparel, E-Commerce, Fashion, Men's",942496.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,50922,False,False
Ruru Technologies LLC,2019-02-02,https://www.rurututor.com,"Farmington Hills, Michigan, United States",Education,Education,1420092.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,61048,False,False
MRI-Simmons,2019-01-01,http://www.mrisimmons.com/,"New York, New York, United States","Data and Analytics, Design, Information Technology, Other, Sales and Marketing","Consumer Research, Information Services, Market Research, Marketing, Professional Services",198896.0,"MRI-Simmons is the leading provider of insights on the American consumer. With thousands of attitudinal and behavioral data points, gathered through ongoing surveys and passive measurement, MRI-Simmons empowers advertisers, agencies and media companies with deeper insights into the “why” behind consumer behavior. MRI-Simmons combines best-practice survey methodologies with an innovative technology platform and advanced data visualizations. MRI’s Survey of the American Consumer® is the industry standard for magazine audience ratings. In parallel, the company has been at the forefront of innovation, significantly accelerating the time to insights for brand builders, strategists, planners and sales regardless of their data acumen. Launched as a joint venture in 2019, MRI-Simmons is co-owned by GfK and SymphonyAI Group, with GfK as the majority partner. To learn more, visit https://mrisimmons.com, or follow @MRI-Simmons on Twitter.",101-250,,M&A,,,,,,101-250,Private,,,,,,5,2019,22039,False,False
CloudPro,2019-01-01,https://cloudpro.services,"Los Altos, California, United States","Information Technology, Internet Services, Privacy and Security, Professional Services, Software","Cloud Computing, Consulting, Cyber Security",768806.0,"CloudPro offers cloud, digital infrastructure, GTM, and cybersecurity services. Their security services include penetration tests, reviews of clients current environment, summaries of clients' current dependencies and gaps, and assessments and analyses of clients security risks and vulnerabilities.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,46406,False,False
aiGENE,2019-01-01,https://www.a-i-gene.com,"Aurora, Colorado, United States",Health Care,Health Care,128777.0,aiGENE is a universal blood test that measures cancer and cancer therapy efficacy.,1-10,1.0,,2023-05-18,250000.0,Grant,250000.0,,1-10,Private,,,1.0,0.0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,1,2019,16380,False,False
Care Weather,2019-02-04,https://www.careweather.com,"Provo, Utah, United States","Consumer Electronics, Hardware, Information Technology, Science and Engineering","Aerospace, Electronics, Information Technology",324144.0,Care Weather is making a fleet of the world's smallest weather satellites to map global weather in real time. Their first satellites will use radar to map wind speed and direction over the ocean every hour.,1-10,1.0,Seed,2021-01-15,,Pre-Seed,,2.0,1-10,Private,,,,,,2,2019,30094,False,False
Hutchinson Main Street Dental,2018-01-01,https://www.hutchinsonmainstreetdental.com,"Hutchinson, Kansas, United States",Health Care,"Dental, Health Care, Hospital, Medical",3016311.0,"Hutchinson Main Street Dental likes to offer minor, preventive care rather than see patients suffer through more intensive treatments. These services include preventative dentistry, cleanings, exams, teeth whitening, fillings, root canals, dental implants, veneers, dentures, and porcelain crowns.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,88911,False,False
Williams Jones Capital,2021-01-01,https://williamsjonescapital.com/,"Los Angeles, California, United States","Agriculture and Farming, Energy, Hardware, Real Estate, Sustainability","AgTech, Energy Efficiency, Sensor, Smart Building",1254461.0,"Williams Jones Capital, a Deleware Limited Liability Company is a search fund based in Los Angeles, CA (silicon beach). Williams Jones Capital is a search fund formed to identify, acquire, and operate an existing private company with an initial enterprise value between $8 and $20.0 million.  Areas of focus include companies and technologies (AgTech) that accelerate the adoption of sustainable food chain practices, personalized medicine, and wellness (Biomics).",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2021,57991,False,False
CrossingHub,2019-01-01,https://www.crossinghub.com,"San Francisco, California, United States","Commerce and Shopping, Media and Entertainment, Music and Audio","Marketplace, Music",2180709.0,"CrossingHub connects artists, service providers and production crew directly to the production companies across the world",1-10,,,,,,,,1-10,Private,,,,,,6,2019,75187,False,False
Virginia Museum of Natural History,2020-01-01,https://www.vmnh.net,"Martinsville, Virginia, United States","Education, Media and Entertainment, Travel and Tourism","Art, Education, Museums and Historical Sites",988736.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,52074,False,False
Decideck,2021-01-01,https://www.decideck.com,"San Francisco, California, United States","Internet Services, Software","Internet, Software",3128905.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,90234,False,False
HBCU Endowment Fund,2020-01-01,https://hbcuendowmentfund.org,"Lawrenceville, Georgia, United States","Other, Social Impact","Charity, Non Profit, Service Industry",2154245.0,"HBCU Endowment Fund is a nonprofit organization. It develops and encourage the long-term financial growth of HBCU's through giving, endowments, and capital contributions.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,73996,False,False
Thrive Lot,2019-01-01,https://thrivelot.com,"Knoxville, Tennessee, United States","Food and Beverage, Real Estate, Science and Engineering, Sustainability","Environmental Engineering, Landscaping, Organic Food",360466.0,"Thrive Lot is a platform for building beautiful, abundant, and sustainable outdoor spaces. The gardens of all types pollinators, vegetable, forest, and herbas well as the support and maintenance needed for lifelong abundance. They design to installation and maintenance. The experts in agroecological landscaping and systems They specialize in creating sustainable, self-sufficient systems by mimicking patterns.",11-50,1.0,Seed,2021-01-01,,Seed,,3.0,11-50,Private,,,0.0,2.0,,2,2019,31997,False,False
SALT ATHLETIC,2019-03-05,https://saltathletic.com/,"Colorado Springs, Colorado, United States",Sports,"Soccer, Sports",521857.0,,1-10,1.0,,2019-05-15,,Non-equity Assistance,,1.0,1-10,Private,,,2.0,0.0,,3,2019,38740,False,False
DA.Digital,2021-01-01,https://www.da.digital,"Washington, District of Columbia, United States","Data and Analytics, Hardware","Analytics, Business Intelligence, Communications Infrastructure",2138111.0,"DA.Digital communication tools educate and engage residents. They provide cities, counties, and special districts the tools to create public service announcements, visual data, and customized widgets that enhance the quality of life for their citizens. Their business intelligence and analytics layer data into live visualizations and real-time metrics.",11-50,,,,,,,,11-50,Private,,,,,,6,2021,74246,False,False
