company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Karma.fm,2019-10-14,https://www.karma.fm,"San Francisco, California, United States","Apps, Education, Software","Education, Web Apps",1826728.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2019,68689,False,False
FinTech Processing,2019-01-01,https://www.fintechprocessing.com,"Charlotte, North Carolina, United States","Financial Services, Payments","Financial Services, FinTech, Payments",635426.0,"FinTech Processing is a merchant service provider, offering businesses across the country a secure method of handling all payment and electronic transactions including credit card processing, wireless and mobile solutions, virtual terminals, point of sale systems, as well as a unique loyalty and marketing solution to help businesses grow.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,42559,False,False
Absolute Furniture Spraying,2021-01-01,https://www.absolutefurniturespraying.co.uk,"Hempstead, New York, United States","Consumer Goods, Real Estate","Furniture, Home Decor",2413860.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,79551,False,False
Rhypt,2019-01-01,https://rhypt.com,"Raleigh, North Carolina, United States","Hardware, Information Technology, Software","Data Center, Information Technology, Software",2664067.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,84956,False,False
Raze Crypto,2021-08-15,https://razecrypto.com,"Phoenix, Arizona, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software","Cryptocurrency, FinTech",439163.0,"Raze Crypto Fully Managed Portfolios combines trading signals, algorithmic AI rebalancing, and professional traders, to create a 3 pronged approach to crypto trading.  We also offer do it yourself token swapping, full crypto exchange, NFT marketplace, full service NFT project development, crypto staking.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,35566,False,False
The TE Group,2020-01-01,https://www.thetegrp.com/,"Lindenhurst, New York, United States","Financial Services, Other, Professional Services","Accounting, Consulting, Financial Services, Professional Services, Small and Medium Businesses, Wealth Management",279819.0,"The TE Group is a distinctive professional services company that uses a tailored team concept to support businesses with advice on financial, operational, human resources, benefits best practices, and tax strategies. We take satisfaction in meeting the specific counseling needs of CEO founders, entrepreneurs, business owners, partners, high-net-worth individuals, and multigenerational families. The TE Group relies on a special platform, industry best practices, and tried-and-true methodology as trusted advisors to the CEO and management team to help resolve the most complicated business issues and goals. Working with The TE Group allows your company to benefit from the collective knowledge of the whole team, not just the knowledge of a single expert. Over 600 clients in all 50 states have received our support, making us the perfect place for your tax solutions!  Contact us today to learn more about how we can help with your Employee Retention Credit and provide small business financial solutions on our website - www.thetegrp.com.",11-50,0.0,,,0.0,,0.0,3.0,11-50,Private,,,,,,6,4,2020,27567,False,False
PBC Technologies,2019-01-01,https://pbcdatacom.net,"Houston, Texas, United States","Information Technology, Software","Enterprise Software, Information and Communications Technology (ICT), Information Technology",1259921.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,57880,False,False
Tritori Realty Group,2022-01-01,https://tritorigroup.com,"Raleigh, North Carolina, United States",Real Estate,"Real Estate, Residential",727579.0,"Tritori Realty Group focuses on supporting employees so that they can be the best version of themselves, and they use proprietary data analyses plus their uniquely supportive environment to set up team members for success in a very crowded market. Their agents are powered by the support of their best-in-class technology foundation and reinforced by ongoing mentorship and coaching. Their agents and their knowledge instill confidence in every buyer and seller as they navigate their home journey.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,45290,False,False
Merritt Point Wealth Advisors,2019-01-01,https://www.merrittpointwealthadvisors.com,"Old Greenwich, Connecticut, United States","Financial Services, Media and Entertainment","Advice, Financial Services, Wealth Management",907934.0,,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,0.0,1.0,,6,5,2019,50063,False,False
Biobrx inc,2020-09-25,https://biobrx.com,"San Francisco, California, United States","Consumer Goods, Gaming, Media and Entertainment, Software","Metaverse, Software, Toys, Video Games",1038258.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,52459,False,False
ANI Fashion,2021-01-01,https://www.ani.fashion,"New York, New York, United States","Clothing and Apparel, Design, Other, Professional Services, Sales and Marketing","Customer Service, Fashion, Marketing",2745292.0,"ANI Fashion provides creative onboarding, development, production, logistics, supply chain, customer service, marketing, and e-commerce. They provide white label solution for content creators.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,85342,False,False
Palmplug,2022-01-01,https://www.palmplug.com,"Seattle, Washington, United States","Consumer Electronics, Consumer Goods, Design, Gaming, Hardware, Science and Engineering, Software","Augmented Reality, Consumer Electronics, Gaming, Human Computer Interaction, Toys, Virtual Reality, Wearables",90076.0,"Palmplug specializes in human computer interactions. We build wearable technologies that connects and immerses your hands into the digital world. Our patented technology enables you to touch, grasp and control both real and virtual objects.",1-10,1.0,Seed,2021-09-01,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,0.0,0.0,,0,2,2022,12102,False,False
Baddies in Tech,2019-01-01,https://www.baddiesintech.com/,"Latham, New York, United States","Community and Lifestyle, Information Technology","Communities, Information Technology, Women's",1067911.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,53149,False,False
CorralData,2020-01-01,https://corraldata.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Design, Information Technology, Sales and Marketing, Science and Engineering, Software","Analytics, Application Performance Management, Artificial Intelligence (AI), Business Intelligence, Data Visualization, Marketing, Software",146789.0,"CorralData is an AI-driven data platform that allows businesses to connect, analyze, and collaborate on their company data. The company platform features include automated reporting, data tooltips, real-time goal and budget setting, built-in collaboration and chat, and AI-powered dashboards and reporting.",11-50,2.0,Seed,2023-07-31,0.0,Seed,0.0,2.0,11-50,Private,,,,,,2,4,2020,18017,False,False
Cadena,2020-01-01,https://cadena.dev,"New York, New York, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Content and Publishing, Internet Services, Media and Entertainment, Software, Video","Enterprise Resource Planning (ERP), Marketplace, Video Streaming, Web3",65488.0,"Cadena is building a global talent marketplace for web3 through education, community, and opportunities.",1-10,1.0,Seed,2023-10-09,120000.0,Pre-Seed,120000.0,1.0,1-10,Private,,,,,,0,4,2020,8908,False,False
Datashyp,2021-04-01,https://datashyp.com,"Waco, Texas, United States","Apps, Software, Transportation","Apps, Shipping, Software",965213.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,51497,False,False
Minnesota Child Welfare Training Academy,2019-01-01,https://mnchildwelfaretraining.com,"Rockville, Minnesota, United States","Education, Health Care, Media and Entertainment","Advice, Child Care, Training",2812125.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,85890,False,False
Germ Buster System,2019-01-01,https://www.germbustersystem.com,"Brooklyn, New York, United States","Administrative Services, Health Care, Professional Services","Business Development, Employee Benefits, Environmental Consulting",2776636.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,86399,False,False
dluxSuites,2019-01-01,https://www.dluxsuites.com/,"Detroit, Michigan, United States",Travel and Tourism,Hospitality,1301663.0,"At dluxSuites we believe that you are an expression of where you live.  They provide an atmosphere that welcomes you home in a sophisticated design, with style and warmth. They have designed their corporate suites to ensure you have the best quality and comfort to come home to after a day out in the world.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,58591,False,False
Climax Marketing,2019-01-01,https://www.climax.marketing,"Portage, Michigan, United States","Advertising, Design, Sales and Marketing","Advertising, Marketing, Web Design",3060681.0,"Climax Marketing provides advertising services. They offer engine optimization, social media marketing, and company branding services. Their customers contact them through phone and email services.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,89713,False,False
WooStudy,2019-09-23,https://woostudy.com,"New York, New York, United States","Commerce and Shopping, Education, Internet Services, Media and Entertainment, Sales and Marketing, Software","E-Learning, EdTech, Education, Higher Education, Marketing, Marketplace, SaaS, Social Media, Software",138426.0,"Woostudy is a global Edtech marketplace for schools to engage with students - to offer admissions and on-line courses in real-time.  It's a full turnkey, SaaS platform that enables reverse auto-matchmaking including social media integration, automated chatbot rules for constant student engagement, and active community building at a fraction of cost.",1-10,1.0,Seed,2021-02-04,100000.0,Pre-Seed,100000.0,3.0,1-10,Private,,,,,,0,4,2019,17306,False,False
Illest,2020-01-01,https://illest.vip,"Las Vegas, Nevada, United States","Clothing and Apparel, Design","Apparel, Fashion, Graphic Design, Product Design",167008.0,Minimal abstraction apparel by BLVCK DIVMOND.,251-500,1.0,Early Stage Venture,2020-08-04,111000.0,Series A,111000.0,,251-500,Private,,,,,,0,4,2020,19628,False,False
67 Degrees Brewing,2020-01-01,https://67degreesbrewing.com,"Franklin, Massachusetts, United States","Clothing and Apparel, Commerce and Shopping, Design, Food and Beverage","Craft Beer, Fashion, Retail",2066613.0,"67 Degrees Brewing provide craft beer and classical beer styles.  The company's contact information is by mail, phone, and physical address.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,73836,False,False
Dentists on Wheels,2019-01-01,https://dentistsonwheels.org,"Pittsburg, California, United States","Health Care, Other, Social Impact","Dental, Health Care, Non Profit",2605829.0,"Dentists on Wheels is a non-profit organization. They provide cleanings, screenings, and fluoride treatments. They also offer fillings, root canals, and more.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,82790,False,False
Think Unlimited,2019-01-01,https://thinkunlimited.com,"Chicago, Illinois, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Data Management, Developer Platform, Information Technology",589094.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,41059,False,False
Abacus Learning,2019-01-01,https://abacuslearning.org,"Los Angeles, California, United States","Education, Software","E-Learning, Education, Training",3013227.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,88952,False,False
The Hill Group,2021-01-01,https://www.hillgrouplaw.com,"Johnstown, Pennsylvania, United States","Media and Entertainment, Other, Professional Services","Advice, Legal, Professional Services",1790760.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,67791,False,False
Apparatus Technologies,2020-01-01,http://apparatustech.com,"Wilmington, Delaware, United States","Advertising, Apps, Information Technology, Sales and Marketing, Software","Advertising, Apps, Information Technology",2754599.0,Apparatus Technologies is a technology company that strives to innovate new ways of interacting with technology and business. The products offered by the industry include a personal finance app and an anonymized advertising network.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,85207,False,False
Tactive,2021-01-01,https://www.tactive.xyz,"New York, New York, United States","Biotechnology, Consumer Electronics, Data and Analytics, Hardware, Health Care, Science and Engineering, Sports","Biometrics, Fitness, Sports, Wearables, Wellness",172905.0,"Sports Tech. Tactive's mission is to help athletes avoid injury, on the field, by analyzing their muscle activity in real time, through sensor integrated seamlessly into athletic wear.",1-10,1.0,Seed,2021-05-27,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,3,2021,20087,False,False
Foodonwheel,2019-01-15,https://www.foodonwheel.co,"Torrance, California, United States","Food and Beverage, Transportation","Catering, Food Delivery, Logistics, Restaurants",1289239.0,"Foodonwheel offers ideal meal solutions for your office meeting, sales presentation, or hotel. They cater for any size event, a business meeting, a party, a family gathering, or an intimate dinner for two. There is no hassle of picking up restaurant food.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,58853,False,False
Vika Living,2021-09-01,https://www.vikaliving.com,"Los Angeles, California, United States",Real Estate,Construction,1434060.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,60765,False,False
Námika,2019-01-01,https://www.namika.co,"Miami, Florida, United States","Apps, Data and Analytics, Professional Services, Software","Business Intelligence, Consulting, Web Apps",1517670.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,62297,False,False
Pacific Pathways,2020-01-01,https://pacificpathways.us,"Petaluma, California, United States",Health Care,"Health Care, Medical, Mental Health, Wellness",735246.0,"Pacific Pathways is a residential behavioral healthcare center with a primary mental health diagnosis. They offer treatment for depression,  anxiety, self-harm, trauma, substance use, borderline personality traits, emotional dysregulation, adhd, and mood disorders.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,45495,False,False
The Collab Lab,2019-01-01,https://the-collab-lab.codes,"Portland, Oregon, United States","Education, Software","E-Learning, Training",1189658.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,56539,False,False
Radia,2021-01-01,https://www.radia.io,"New York, New York, United States","Information Technology, Internet Services, Media and Entertainment, Mobile, Music and Audio, Sales and Marketing","Information Services, Local, Mobile, Music, Social Media",123128.0,"Radia is a mobile platform for finding local live music, DJ sets, comedy shows and the best bars & restaurants. Users can stay up to date on the latest news and events from their favorite venues & local artists.",1-10,1.0,Seed,2022-03-15,500000.0,Pre-Seed,500000.0,1.0,1-10,Private,,,0.0,1.0,,0,3,2021,15798,False,False
Felkrem,2019-01-01,https://www.felkrem.com,"Salt Lake City, Utah, United States","Sales and Marketing, Sports","Marketing, Sponsorship, Sports",2894858.0,"Felkrem operates as a full-service talent representation and sports marketing consulting firm. The company assists professional athletes and brands in achieving success by providing services such as procurement and negotiation of domestic and international sponsorship opportunities. Felkrem also represents footballers, helping them to pivot towards success. The company oversees the brand expansion of its clients through strategic marketing and representation.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,87722,False,False
BuildHub,2022-01-01,https://www.buildhubapp.com/,"Calabasas, California, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Real Estate, Science and Engineering, Software, Transportation","Artificial Intelligence (AI), Building Material, Construction, Machine Learning, Mobile Apps, SaaS, Same Day Delivery",49280.0,,1-10,1.0,Seed,2023-11-07,250000.0,Pre-Seed,250000.0,,1-10,Private,,,,,,0,2,2022,6512,False,False
CARE,2020-01-01,https://www.clearwateranimaler.com,"Clearwater, Florida, United States","Community and Lifestyle, Health Care","Health Care, Pet, Veterinary",1824959.0,,51-100,0.0,,,0.0,,0.0,,51-100,Private,,,,,,6,4,2020,68719,False,False
Integrated Financial Holdings,2020-01-01,https://ifhinc.com/,"Raleigh, North Carolina, United States",Financial Services,Financial Services,1287503.0,"Integrated Financial Holdings is a financial services holding company. specializing in small business lending solutions and targeted bank deposit products to underserved verticals with a focus on technology and collaborative, opportunistic investments.",101-250,0.0,M&A,,0.0,,0.0,,101-250,Private,,,0.0,0.0,,5,4,2020,58893,False,False
Length x Width,2020-01-01,https://areanyc.com,"New York, New York, United States","Education, Other, Real Estate","Commercial, Real Estate, Residential, Training",2146378.0,"Length x Width is a real estate company that engaged in residential and commercial rents and sales, as short-term furnished rentals and corporate relocation. They is quickly becoming a real estate staple, with an unwavering commitment to professionalism, excellence, and customized service, drawing an ever-growing network of tenants, landlords, buyers, and sellers. They provide direct access to they management team and top producing agents as a privately-owned organization.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,74122,False,False
Salesdash CRM,2020-01-01,https://salesdashcrm.com/,"Nashville, Tennessee, United States","Information Technology, Sales and Marketing, Software","CRM, Information Technology, Software",252109.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,25888,False,False
Valingo,2021-11-17,https://valingo.com/,"Dover, Delaware, United States","Education, Internet Services, Software","Corporate Training, E-Learning, Education, Language Learning, Online Portals",129995.0,Valingo is an EdTech company that leverages AI & live online language classes to provide Africans access to quality language learning,11-50,1.0,Seed,2022-10-25,220000.0,Pre-Seed,220000.0,1.0,11-50,Private,,,,,,0,2,2021,16503,False,False
X2shorts,2020-03-28,https://x2shorts.com/,"Missouri City, Texas, United States","Media and Entertainment, Software","Digital Entertainment, Software",1084037.0,YouTube Video Downloader with X2Shorts.com - Tools help you download videos & Shorts videos from YT with many formats. Free !,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2020,53516,False,False
Impact Energy,2021-01-01,https://impactyourenergy.com/,"Phoenix, Arizona, United States","Energy, Natural Resources, Sustainability","Energy, Energy Management, Renewable Energy, Solar",597511.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,41335,False,False
HNS Technology,2019-01-01,https://www.hnstechinc.com,"Katy, Texas, United States","Hardware, Sales and Marketing, Software","Hardware, Sales, Software",1270970.0,"HNS Technology is an online reseller firm. They help provide solutions to small and large enterprises located worldwide across various industry verticals, including hi-tech firms, financial services firms, health care organizations, local governments, applied sciences, transportation, and manufacturing companies.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,57644,False,False
Troupe,2019-01-01,https://www.troupe.com,"New York, New York, United States","Information Technology, Software, Travel and Tourism","Information Technology, Software, Travel",169180.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,19798,False,False
Green Book of Tampa Bay,2019-01-01,https://www.greenbooktb.com,"St. Pete Beach, Florida, United States","Community and Lifestyle, Other, Professional Services, Social Impact","Business Development, Communities, Non Profit",2759496.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,85142,False,False
Crescendo Branding,2020-01-01,https://www.crescendobranding.com,"New York, New York, United States","Design, Sales and Marketing","Public Relations, Social Media Marketing, Web Design",597285.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,41324,False,False
Howistayfit,2020-01-01,https://www.howistayfit.ca/,"San Francisco, California, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design","Apparel, E-Commerce, Fashion, Lifestyle",1197762.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,56341,False,False
That Funny Agency,2021-01-01,https://www.thatfunnyagency.com,"Yardley, Pennsylvania, United States","Advertising, Sales and Marketing","Advertising, Digital Marketing, Marketing",862583.0,"That Funny Agency is a company that specializes in strategic 360° digital marketing. The agency is known for its unique approach to marketing, using humor to create engaging and interactive customer experiences. They offer a range of services including advertising, digital marketing, and general marketing strategies. The company also provides a holistic audit service to help businesses improve their digital presence and performance. Their approach is designed to bridge the digital divide, bringing businesses and customers closer together.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,3,2021,48936,False,False
WorkJustly,2020-01-01,https://workjustly.com/,"New York, New York, United States","Administrative Services, Internet Services, Professional Services","Online Portals, Recruiting, Staffing Agency",2952872.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,88302,False,False
Konquer Club,2022-02-01,https://www.konquer.club,"Denver, Colorado, United States","Apps, Events, Internet Services, Media and Entertainment, Software, Sports","Events, Social Network, Sports, Web Apps",270823.0,"Konquer is an event organization and social networking site for combat sports. We organize single day events, tournaments, and connect boxing communities around the United States. We will soon expand our reach abroad and our scope to other combat sports.",1-10,2.0,Seed,2023-07-27,0.0,Pre-Seed,0.0,4.0,1-10,Private,,,,,,2,2,2022,27065,False,False
AquaterreX,2019-01-01,https://aquaterrex.com/,"Valencia, California, United States","Energy, Sustainability",Renewable Energy,2507050.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,81184,False,False
Khelp Financial,2021-01-01,https://www.khelpfinancial.com,"Delray Beach, Florida, United States","Financial Services, Media and Entertainment","Advice, Asset Management, Finance, Financial Services",1680417.0,Khelp Financial offers cryptocurrency fundamental-based digital asset research integrated with construction techniques. Their clients bridge the gap between traditional finance and the emerging field of digital assets.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,65330,False,False
Rival Realty,2020-01-01,https://www.rivalrealty.com,"Austin, Texas, United States",Real Estate,"Real Estate, Residential",2293026.0,"Rival Realty offers tools and technology to transparency throughout the entire process of home buyers and sellers. They provide financing for home buying and selling. Rival Realty firm offering buyers, sellers, and investors creative and lucrative solutions.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,78349,False,False
Sage Data Service,2018-06-09,http://sagedataservice.com/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software","Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning",1945145.0,"SDS produces a machine learning tool for the financial services industry which dramatically reduces the cost of harvesting and cleaning data.   The company was founded in 2018 by a team of analysts and investment professionals who had formerly worked as part of a development group in a San Francisco angel capital office.  Previously, the team had been tasked with building various in-house data solutions, including one to supply structured XBRL financials to subsidiary Revere Data (later acquired by FACTSET).  It was through this experience that the basis of SDS as a standalone provider was born.   The lightbulb moment for the team came when it moved beyond standard financials (Income Statement/Balance Sheet/Cash Flow) and began mining esoteric tables buried in 10K/Qs, such as REIT FFO (Funds From Operations) for a hedge fund manager client.  Although outside of the ordinary workflow, SDS tools easily accomplished the task with a skeleton crew of staff and a microscopic budget (compared to incumbent data purveyors).  At that point, the decision was made to commercialize. Since 2018, SDS has been in stealth mode, quietly improving its semantic parsing engine and its user interface, while preparing for a public launch.  We intend to disrupt a well established and very static industry which currently relies mostly on manual processes to populate databases.  Through automation, our platform improves the efficiency of collecting, maintaining, and updating financial information by an order of magnitude.   SDS anticipates an initial release in Fall of 2020.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,71201,False,False
Decktopus,2019-03-01,https://www.decktopus.com/,"Palo Alto, California, United States","Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Other, Sales and Marketing, Science and Engineering, Software","Artificial Intelligence (AI), B2B, Graphic Design, Lead Generation, Online Portals, Presentation Software, Presentations, Software",125541.0,"Experience the future of presentations with Decktopus AI - the all-in-one presentation software powered by advanced artificial intelligence technology. With AI-generated outlines, slide content, images, icons, slide items, and even slide notes and scripts, Decktopus AI takes the stress out of presentation design and formatting. Whether you're a business professional prepping for a crucial meeting, an educator delivering a vital lecture, or anyone looking to create impressive presentations effortlessly, Decktopus AI has got you covered. With its auto-adjusted layouts, your slides will always look perfect and tailored to your needs. Gone are the days of spending hours formatting your slides. With Decktopus AI, simply write down your presentation idea in a few words and let the AI do the heavy lifting. Its intuitive user interface allows you to create stunning presentations quickly and easily with just a few clicks.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2019,16034,False,False
EazyML,2019-01-01,https://eazyml.com/,"Freehold, New Jersey, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Software","Information Technology, Machine Learning, Software",230559.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,24459,False,False
Ametnes,2021-06-22,https://cloud.ametnes.com/,"San Francisco, California, United States","Information Technology, Internet Services, Software","Cloud Data Services, Information Technology, Internet, Software",223872.0,"Simplify deployment and management of your data services including databases, key-value stores and message brokers in your secure private cloud environment.",1-10,2.0,Seed,2022-05-01,100000.0,Pre-Seed,150000.0,,1-10,Private,,,,,,0,2,2021,23964,False,False
Fine Electronic Assembly,2021-01-01,https://fineelectronic.com,"San Diego, California, United States","Consumer Electronics, Hardware, Manufacturing, Transportation","Electronics, Manufacturing, Supply Chain Management",1520137.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,62245,False,False
Djor Smart Guards,2020-01-01,https://www.djorsmartguard.com,"Chesterfield, Missouri, United States","Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Health Care, Other, Science and Engineering, Software","Artificial Intelligence (AI), Health Diagnostics, Real Time, Software, Wearables",142386.0,"Djor Smart Guards develops a wearable device that can analyze, monitor, predict, and track users of important health markers in real-time. It uses a custom sensor and proprietary software, powered by artificial intelligence. The company was founded in 2020 and is based in Chesterfield, Missouri.",1-10,1.0,Seed,2022-08-22,35000.0,Seed,35000.0,1.0,1-10,Private,,,,,,0,4,2020,17667,False,False
Bowtie,2022-06-10,https://bowtie.works,"Santa Clara, California, United States","Information Technology, Privacy and Security","Cyber Security, Information Technology, Network Security",35268.0,"Bowtie is a next-generation distributed network security platform that offers a private network access solution and fast, secure Secure Web Gateway (SWG) functionality.",1-10,1.0,Seed,2023-12-20,3200000.0,Seed,3200000.0,,1-10,Private,,,,,,0,1,2022,4178,False,False
Oxbow Consulting,2019-01-01,https://www.oxbowconsulting.us,"Bellevue, Washington, United States","Administrative Services, Other, Professional Services","Business Development, Consulting, Management Consulting, Project Management",1540026.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,63407,False,False
Autodrop3d,2019-01-01,https://autodrop3d.com,"New London, Connecticut, United States","Design, Hardware, Information Technology, Internet Services, Manufacturing, Software","3D Printing, 3D Technology, CAD, Information Technology, Internet, Software",2705431.0,"Autodrop3d provides a hardware and software platform for compete 3d printer automation. Patent pending automatic ejection system allows 3d printers to run continuously. Cloud based parametric 3d CAD software is fully intergrated in to the platform making it easy to be productive immediately.  Cloud management of 3d print assets allows print farms to run in a completely automated way from customer to printer. Autodrop3d can also help organisations such as makerspaces, libraries and small businesses where multiple people need to have access to the 3d printing asset. With web based queuing of jobs and automatic part removal the throughput on 3d printing assets can be greatly improved. Material tracking and billing can also be managed in the platform.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,84365,False,False
Immediate Medical Care MD,2019-01-01,https://www.immediatemedicalcaremd.com,"Ossining, New York, United States",Health Care,"Health Care, Hospital, Medical",1686070.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,66791,False,False
humanest,2020-01-01,https://humanestcare.com,"Pleasanton, California, United States",Health Care,"Health Care, Mental Health",325263.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,4,2020,30165,False,False
Superb Developer,2022-01-01,https://www.superbdeveloper.com/,"Dallas, Texas, United States",Information Technology,Information Technology,2823577.0,"At Superb Developer, we help bring transformation to businesses with technology and innovative approaches. We provide top-class IT & HR solutions considering clients’ strategic business needs. Collaborate with us to enjoy web development, HR, SEO, and digital marketing services which are perfectly aligned to your industry.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,87236,False,False
Finest Known,2019-01-01,https://finestknown.com/,"Palos Verdes Peninsula, California, United States",Commerce and Shopping,"Collectibles, E-Commerce, Retail",704774.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,44605,False,False
Eleos Partners,2020-01-01,https://www.eleospartners.com,"Vienna, Virginia, United States","Biotechnology, Health Care, Professional Services, Science and Engineering","Consulting, Life Science, Pharmaceutical",697432.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,44380,False,False
Iron Fit Gym & Wellness center,2021-01-01,https://iron-fit-gym-wellness-center.business.site/,"Old Hickory, Tennessee, United States","Education, Health Care, Sports","Fitness, Training, Wellness",2279971.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,78557,False,False
DataSeal,2020-01-01,https://dataseal.io,"Redmond, Washington, United States","Data and Analytics, Privacy and Security, Software","Database, Security, Software",1076291.0,"DataSeal provides people searches, data brokers, and public record databases. Their automatic bulk data opt-out service removes information from search sites and data brokers across the web. They continue to search for and delete any trace of information on the web. They respond to customer inquiries by email.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,53348,False,False
